,type,words_per_comment,variance_of_word_counts,i-e,n-s,t-f,j-p,0,1
4570,esfj,15.58,175.40720221606648,1,1,1,0,8.158841,1.3827163
4571,infj,21.28,223.5524,0,0,1,0,8.530496,2.934732
4572,intj,22.88,154.5969387755102,0,0,0,0,11.840928,1.5384843
4573,entj,22.7,128.73760000000001,1,0,0,0,11.137711,0.16584468
4574,intp,30.88,120.4404,0,0,0,1,11.608219,3.6895423
4575,infp,34.06,30.198399999999996,0,0,1,1,9.507948,4.082145
4576,intj,26.88,154.7604,0,0,0,0,17.341703,6.853168
4577,infj,19.6,221.5636,0,0,1,0,11.880099,3.568997
4578,infp,19.18,146.4544,0,0,1,1,11.643025,4.505312
4579,intp,29.6,94.56360000000001,0,0,0,1,11.107551,1.7479222
4580,entp,30.9,75.1456,1,0,0,1,11.852153,2.67279
4581,intp,17.88,127.87864366448542,0,0,0,1,10.405344,1.8428471
4582,intj,23.1,173.6336,0,0,0,0,11.914753,2.9384897
4583,intj,30.4,87.1556,0,0,0,0,10.928597,2.5248852
4584,intj,23.1,96.4275,0,0,0,0,10.720154,4.0316396
4585,intp,16.38,150.71039999999996,0,0,0,1,13.960581,5.299196
4586,enfp,20.76,199.19240000000002,1,0,1,1,13.398032,4.2652173
4587,isfp,26.66,90.7892561983471,0,1,1,1,10.027294,5.652891
4588,intj,27.18,130.21439999999998,0,0,0,0,11.198369,1.5207704
4589,isfp,6.56,125.50382653061226,0,1,1,1,15.005528,2.3401258
4590,intp,25.0,125.53960000000002,0,0,0,1,11.529669,3.0803795
4591,istp,26.84,130.3076,0,1,0,1,15.251886,3.6178608
4592,intp,16.44,232.2,0,0,0,1,12.780001,2.6701226
4593,infp,27.46,146.12640000000002,0,0,1,1,11.379082,5.452314
4594,infp,27.98,116.4384,0,0,1,1,11.115866,4.8079977
4595,infp,21.62,116.04,0,0,1,1,11.706087,6.0734863
4596,intp,24.94,176.11360000000002,0,0,0,1,11.765607,3.3007684
4597,intp,12.88,131.0004,0,0,0,1,13.358552,3.4045146
4598,istp,29.24,71.05160000000001,0,1,0,1,11.0445175,1.7458395
4599,estp,19.0,121.89960000000002,1,1,0,1,10.964501,0.5144268
4600,intj,20.92,171.84999999999997,0,0,0,0,11.44058,1.3814784
4601,infp,30.78,80.42240000000001,0,0,1,1,10.0896435,5.3947964
4602,entj,15.88,157.5204,1,0,0,0,7.715701,2.2547557
4603,infj,26.7,121.05760000000001,0,0,1,0,10.810032,5.551603
4604,infp,28.22,143.68,0,0,1,1,11.470105,4.2891035
4605,intj,18.06,91.39555555555557,0,0,0,0,11.995957,2.782873
4606,intp,26.5,130.8096,0,0,0,1,10.836781,2.5010834
4607,enfp,15.02,167.81611570247932,1,0,1,1,12.374336,3.6118808
4608,infj,12.34,130.9376,0,0,1,0,11.832786,4.0037794
4609,infp,30.76,105.35240000000002,0,0,1,1,10.554126,4.092638
4610,intp,31.5,51.009600000000006,0,0,0,1,9.525213,2.468133
4611,intj,25.94,107.6336,0,0,0,0,11.26621,4.179253
4612,entp,20.74,152.5216,1,0,0,1,9.83082,0.27575958
4613,infp,24.72,240.21000000000004,0,0,1,1,10.176477,5.166412
4614,infp,22.2,147.38760000000002,0,0,1,1,10.984792,3.944531
4615,intj,28.38,128.35039999999998,0,0,0,0,11.630245,1.9797449
4616,infj,26.62,113.60000000000002,0,0,1,0,7.9264703,1.4474659
4617,intp,29.82,126.92,0,0,0,1,14.765773,1.5775
4618,entp,31.9,90.94560000000001,1,0,0,1,10.179492,3.71524
4619,intp,15.4,229.15560000000002,0,0,0,1,12.030379,6.0183783
4620,infj,26.8,148.50239999999997,0,0,1,0,10.539102,4.684778
4621,infp,26.44,137.6436,0,0,1,1,12.014519,2.8940985
4622,intp,9.32,149.984375,0,0,0,1,13.064024,4.3881006
4623,enfp,31.32,119.24999999999999,1,0,1,1,9.775598,5.56787
4624,infj,23.76,191.07240000000002,0,0,1,0,10.857014,4.812348
4625,intj,27.5,112.56224535989136,0,0,0,0,8.007428,1.5338008
4626,intp,23.06,166.1584,0,0,0,1,7.5172935,2.0929916
4627,intj,26.44,164.4036,0,0,0,0,12.043143,1.2163297
4628,infp,29.32,123.37,0,0,1,1,10.441294,5.735014
4629,intp,23.78,181.02239999999998,0,0,0,1,10.645175,2.6471875
4630,enfp,17.16,154.32040000000003,1,0,1,1,4.845572,2.6712148
4631,enfp,20.9,158.74559999999997,1,0,1,1,12.120879,5.011956
4632,infj,25.62,158.56,0,0,1,0,9.519206,4.2958417
4633,infj,18.58,224.64639999999997,0,0,1,0,11.522,4.28082
4634,infp,30.14,99.74560000000001,0,0,1,1,10.230859,4.759428
4635,enfj,29.76,169.23239999999998,1,0,1,0,8.534356,5.142765
4636,intp,27.0,109.4196,0,0,0,1,9.139255,1.8494471
4637,intp,26.82,102.83999999999997,0,0,0,1,12.267253,1.4116461
4638,estp,17.44,224.8836,1,1,0,1,12.6189995,4.8217216
4639,intp,21.46,161.56640000000002,0,0,0,1,15.339244,2.0764086
4640,istj,22.52,252.41,0,1,0,0,8.3017845,3.0844145
4641,infp,18.44,190.8436,0,0,1,1,13.314624,4.322037
4642,entp,32.9,37.1056,1,0,0,1,8.039283,1.6702548
4643,infj,26.36,178.34439999999998,0,0,1,0,11.532411,3.0692368
4644,entp,17.56,159.2084,1,0,0,1,13.232206,3.6011004
4645,enfp,24.52,189.57,1,0,1,1,14.169627,5.5570517
4646,isfj,14.9,185.18559999999994,0,1,1,0,13.11007,3.5948281
4647,entp,21.08,159.2164,1,0,0,1,13.600801,4.1425705
4648,infp,20.46,210.8064,0,0,1,1,11.072298,5.165208
4649,infj,30.84,76.7476,0,0,1,0,10.388113,4.042657
4650,istp,11.24,143.44639999999998,0,1,0,1,13.256327,3.5857491
4651,enfj,24.36,137.3844,1,0,1,0,8.454874,4.97339
4652,infj,28.46,111.48639999999999,0,0,1,0,11.582799,3.9623837
4653,infp,28.52,156.65,0,0,1,1,11.055957,4.4834642
4654,infp,31.18,62.8944,0,0,1,1,8.024867,3.2469559
4655,intp,30.18,135.33440000000002,0,0,0,1,10.731819,3.2883468
4656,intj,23.0,189.65960000000004,0,0,0,0,12.2995825,4.0641074
4657,intp,19.22,164.8,0,0,0,1,12.842241,3.5666628
4658,enfp,27.88,108.28040000000001,1,0,1,1,9.6582775,5.671607
4659,infp,24.94,137.3936,0,0,1,1,15.534974,3.6907897
4660,intp,28.74,110.8016,0,0,0,1,11.448106,2.334255
4661,infj,17.66,246.9504,0,0,1,0,11.5688,3.876687
4662,intj,18.2,100.42760000000003,0,0,0,0,11.943722,1.3842803
4663,infj,28.22,159.23999999999998,0,0,1,0,11.565392,3.8203506
4664,entp,23.02,139.1304347826087,1,0,0,1,11.447137,2.7094734
4665,entp,22.64,220.83559999999997,1,0,0,1,14.225364,1.9390893
4666,intp,26.8,128.6516,0,0,0,1,10.42392,2.063785
4667,intp,32.1,43.1936,0,0,0,1,15.678023,3.8090901
4668,infj,25.46,184.0036,0,0,1,0,15.110408,1.4984555
4669,intp,30.48,101.2084,0,0,0,1,10.6273,5.179485
4670,istj,27.56,166.6884,0,1,0,0,11.347332,5.545274
4671,enfp,19.58,168.67786705624542,1,0,1,1,13.0735,4.138294
4672,entp,17.76,147.8829717291256,1,0,0,1,9.847495,0.17314672
4673,infj,29.04,140.17960000000002,0,0,1,0,17.217577,6.805694
4674,infj,28.24,121.8916,0,0,1,0,13.723707,5.624536
4675,entp,24.94,151.07360000000003,1,0,0,1,10.239963,1.1013801
4676,infj,27.1,120.0736,0,0,1,0,10.340799,3.8943133
4677,infp,29.28,131.4324,0,0,1,1,10.784709,4.085888
4678,enfp,34.66,47.990399999999994,1,0,1,1,9.301834,5.0188327
4679,infj,32.46,36.6464,0,0,1,0,9.501465,3.7727118
4680,intj,23.34,155.2576,0,0,0,0,10.717064,3.2770119
4681,isfp,21.14,72.59918367346937,0,1,1,1,12.4225645,4.308986
4682,intj,30.54,58.92959999999999,0,0,0,0,8.535364,1.1023343
4683,istj,22.58,186.84639999999996,0,1,0,0,12.105568,2.236918
4684,infj,29.58,79.36640000000001,0,0,1,0,8.3410635,1.3410037
4685,intj,11.94,165.73724007561435,0,0,0,0,12.979872,3.251011
4686,intp,26.54,130.1296,0,0,0,1,11.518473,4.2714787
4687,infj,18.76,224.31239999999997,0,0,1,0,11.993163,4.0335402
4688,infp,12.0,196.0596,0,0,1,1,12.476921,4.514393
4689,enfp,27.28,260.2904878592114,1,0,1,1,15.308625,4.0887094
4690,infp,26.54,123.0896,0,0,1,1,14.725792,1.2843828
4691,infp,25.08,216.5364,0,0,1,1,10.361837,5.3146954
4692,infp,35.02,49.36,0,0,1,1,11.324144,4.897263
4693,intp,28.1,94.23359999999998,0,0,0,1,11.272068,1.6543694
4694,infp,29.3,106.6016,0,0,1,1,11.389797,2.333572
4695,intp,18.04,181.8996,0,0,0,1,13.134992,3.8766203
4696,intp,24.86,153.53439999999998,0,0,0,1,11.94083,2.83254
4697,entp,18.44,191.92360000000005,1,0,0,1,11.614061,1.6589411
4698,intp,18.7,167.37760000000003,0,0,0,1,11.191317,3.8630433
4699,infp,28.84,102.9076,0,0,1,1,15.191583,3.6629705
4700,intp,25.08,113.85640000000001,0,0,0,1,10.120274,1.7218606
4701,entp,23.66,133.51039999999998,1,0,0,1,11.701574,2.2556531
4702,infp,22.98,154.27840000000003,0,0,1,1,10.256965,5.309365
4703,infp,28.06,170.4784,0,0,1,1,11.771689,4.388802
4704,infj,16.84,207.54760000000002,0,0,1,0,17.325903,6.8903184
4705,istj,17.36,150.02439999999999,0,1,0,0,13.518149,3.9502382
4706,intp,20.1,183.87359999999998,0,0,0,1,13.187055,3.4060316
4707,infp,22.44,192.21371882086166,0,0,1,1,12.931221,5.8515544
4708,enfp,22.98,123.51325040562465,1,0,1,1,9.510515,1.1220028
4709,entj,20.72,134.13,1,0,0,0,14.6020155,1.5976061
4710,intj,33.52,44.49,0,0,0,0,12.247334,0.9912976
4711,infp,26.56,158.5284,0,0,1,1,10.341247,4.788509
4712,enfp,32.86,65.4544,1,0,1,1,12.2246475,0.7447715
4713,intp,16.7,204.93760000000003,0,0,0,1,13.036755,5.5465617
4714,infj,27.28,170.19240000000002,0,0,1,0,10.730865,4.5632205
4715,infj,32.06,68.9184,0,0,1,0,9.9230795,4.5859795
4716,infp,13.5,136.6896,0,0,1,1,12.768689,5.297457
4717,intj,29.34,108.5376,0,0,0,0,10.943057,1.7121722
4718,isfj,29.76,187.1924,0,1,1,0,15.536533,1.6054187
4719,intp,25.42,138.88,0,0,0,1,11.272665,2.0606394
4720,isfj,32.04,83.41959999999999,0,1,1,0,7.933977,1.8527392
4721,intp,24.66,162.75039999999998,0,0,0,1,10.130974,1.9099884
4722,infp,25.04,156.6996,0,0,1,1,10.596917,4.0154524
4723,infp,27.0,150.21959999999999,0,0,1,1,8.0640135,1.1631126
4724,infj,23.82,193.36000000000004,0,0,1,0,10.977136,1.5274289
4725,intp,22.72,203.25,0,0,0,1,10.303408,1.7093902
4726,istj,22.02,169.52,0,1,0,0,12.48149,3.6212165
4727,intj,31.92,69.28999999999999,0,0,0,0,11.795695,1.2415093
4728,istp,24.82,195.0,0,1,0,1,9.582319,4.458834
4729,intp,32.18,63.214400000000005,0,0,0,1,11.76027,2.3038633
4730,intj,30.52,79.13,0,0,0,0,11.912635,2.8606706
4731,intj,20.22,144.60000000000002,0,0,0,0,12.335043,3.3883443
4732,infj,23.16,163.68040000000002,0,0,1,0,13.736593,5.5644007
4733,intp,18.96,155.6164,0,0,0,1,11.611811,2.916585
4734,istp,30.32,77.85000000000001,0,1,0,1,11.877592,1.9625027
4735,intp,29.42,114.68,0,0,0,1,11.373484,2.9433274
4736,intp,12.5,175.1462544589774,0,0,0,1,8.455967,2.250287
4737,infj,30.22,109.16,0,0,1,0,12.683833,5.969312
4738,infp,19.3,225.64159999999995,0,0,1,1,10.801635,6.136313
4739,infp,34.28,14.592400000000003,0,0,1,1,11.22231,4.6946554
4740,intp,31.64,65.4756,0,0,0,1,9.062507,1.6231902
4741,intj,23.1,188.7936,0,0,0,0,12.048364,1.4085505
4742,infp,22.76,192.59240000000003,0,0,1,1,11.71941,4.380594
4743,intj,27.54,138.0896,0,0,0,0,10.7195015,2.2234733
4744,infp,29.2,144.06759999999997,0,0,1,1,11.841889,2.7208729
4745,isfp,21.3,155.6016,0,1,1,1,7.974677,3.2161756
4746,intj,24.66,153.7504,0,0,0,0,11.405017,3.0226164
4747,infp,30.52,115.41,0,0,1,1,11.185936,4.2347608
4748,entp,29.82,89.08,1,0,0,1,6.8573384,1.3734779
4749,infp,25.56,177.6484,0,0,1,1,11.557613,4.829175
4750,enfp,34.92,30.730000000000004,1,0,1,1,9.867827,4.6008463
4751,entj,29.96,98.1364,1,0,0,0,9.84913,3.7451382
4752,entj,25.78,181.90240000000003,1,0,0,0,11.202884,0.4774679
4753,infp,30.16,125.68039999999998,0,0,1,1,11.353966,5.634532
4754,intp,18.36,189.9484126984127,0,0,0,1,14.625961,1.6933559
4755,infj,28.74,82.34765432098767,0,0,1,0,9.437111,3.942656
4756,intp,27.18,86.85439999999998,0,0,0,1,9.691696,1.6644385
4757,infp,27.86,152.25439999999998,0,0,1,1,7.6854715,1.7907319
4758,intp,25.44,182.8436,0,0,0,1,10.622499,1.960205
4759,infp,32.6,120.76360000000001,0,0,1,1,10.746606,4.230213
4760,enfp,28.34,134.5376,1,0,1,1,12.11989,1.3274833
4761,intj,20.2,169.34759999999997,0,0,0,0,11.440372,1.8273215
4762,enfp,27.62,157.97916666666666,1,0,1,1,15.382199,1.4825953
4763,infp,21.78,174.94240000000002,0,0,1,1,8.330546,2.7611837
4764,infp,26.52,167.73,0,0,1,1,9.952797,3.5235147
4765,intp,27.8,186.69159999999997,0,0,0,1,11.126154,4.804466
4766,entj,17.58,166.3664,1,0,0,0,14.177742,5.485245
4767,infp,16.04,164.69960000000003,0,0,1,1,12.5990925,5.8828435
4768,infp,31.02,124.28,0,0,1,1,11.507559,4.537481
4769,intp,19.86,150.1744,0,0,0,1,9.0117035,7.005377
4770,infp,28.7,179.49759999999998,0,0,1,1,10.685903,4.640003
4771,intj,29.16,98.36040000000001,0,0,0,0,15.25101,4.0386395
4772,entp,18.3,165.2416,1,0,0,1,10.02075,0.41397953
4773,istp,10.92,256.00555555555553,0,1,0,1,12.442387,3.440821
4774,intj,26.0,133.8196,0,0,0,0,11.136057,2.6553495
4775,infp,32.46,85.32639999999998,0,0,1,1,10.8561125,4.515721
4776,infj,16.52,138.9652777777778,0,0,1,0,13.696534,5.5824065
4777,intj,25.28,152.51239999999999,0,0,0,0,9.314476,1.5092438
4778,enfp,24.24,190.05159999999995,1,0,1,1,8.799603,5.193806
4779,intj,25.38,177.63040000000004,0,0,0,0,11.825325,0.69557583
4780,istj,23.2,180.5476,0,1,0,0,7.526421,4.5457406
4781,entj,26.26,131.7424,1,0,0,0,10.132868,4.381833
4782,intp,22.8,200.1716,0,0,0,1,8.335437,2.3143947
4783,infj,14.1,178.9136,0,0,1,0,13.104363,2.6665158
4784,entj,21.92,189.80999999999997,1,0,0,0,10.688064,0.5680053
4785,istp,12.76,145.7924,0,1,0,1,13.714005,4.6832113
4786,intp,17.86,192.73440000000002,0,0,0,1,12.587399,3.1939478
4787,entp,28.22,137.88000000000002,1,0,0,1,9.9853735,0.45540488
4788,esfj,30.82,126.44,1,1,1,0,6.571038,1.2333391
4789,isfj,23.66,157.5104,0,1,1,0,7.343708,3.352685
4790,intj,29.38,90.03039999999999,0,0,0,0,11.939928,0.73554826
4791,intj,22.04,129.4196,0,0,0,0,17.881603,7.267786
4792,entj,31.34,110.9776,1,0,0,0,8.652875,1.7277334
4793,intj,19.98,174.31839999999997,0,0,0,0,8.385588,1.970846
4794,intj,30.76,80.5124,0,0,0,0,11.314633,1.6937094
4795,entp,23.56,193.44840000000005,1,0,0,1,8.515638,5.0050173
4796,infj,21.42,186.68000000000004,0,0,1,0,12.190451,4.9088845
4797,istp,29.2,62.227599999999995,0,1,0,1,11.64384,1.9140717
4798,infp,22.2,168.7876,0,0,1,1,11.981062,2.2902236
4799,entp,12.28,175.43240000000006,1,0,0,1,12.34123,3.016997
4800,infp,22.42,99.48571428571428,0,0,1,1,12.492855,5.18673
4801,estp,23.9,155.5856,1,1,0,1,7.807498,1.7464708
4802,infp,21.34,117.61285609934257,0,0,1,1,12.815359,5.843717
4803,enfj,28.02,163.36,1,0,1,0,8.192696,5.224516
4804,infp,31.36,119.70439999999999,0,0,1,1,12.1411295,5.435404
4805,infj,35.06,32.7584,0,0,1,0,9.34035,3.5998554
4806,infj,32.06,93.2384,0,0,1,0,9.9852915,4.9237757
4807,estp,16.44,168.24359999999996,1,1,0,1,9.338141,2.754199
4808,infj,28.34,184.0576,0,0,1,0,11.78778,6.105181
4809,infp,22.14,215.1056,0,0,1,1,12.457989,4.7417216
4810,infp,30.6,108.0036,0,0,1,1,11.081582,3.609335
4811,intj,14.7,159.0576,0,0,0,0,14.455589,5.7409806
4812,infj,30.32,119.44999999999999,0,0,1,0,9.5207615,4.25908
4813,entp,28.46,125.0464,1,0,0,1,9.706204,0.494272
4814,enfp,22.1,160.5536,1,0,1,1,12.120307,5.5995665
4815,intp,26.32,125.20999999999998,0,0,0,1,10.160586,2.3127706
4816,infj,22.6,164.95196280991735,0,0,1,0,9.539318,4.08484
4817,infj,28.7,137.93760000000003,0,0,1,0,9.31346,3.936634
4818,intj,21.52,166.25,0,0,0,0,11.966118,4.8400846
4819,intj,24.98,159.4384,0,0,0,0,10.847881,3.3300104
4820,infp,11.92,179.2,0,0,1,1,7.7765026,2.682512
4821,isfp,25.66,77.7475,0,1,1,1,7.9212317,3.0077748
4822,infj,15.92,96.88137755102044,0,0,1,0,12.032185,3.7131007
4823,isfj,21.4,190.39559999999997,0,1,1,0,10.200273,4.524495
4824,infp,31.64,85.6356,0,0,1,1,8.8507595,1.879337
4825,infp,20.5,237.08960000000002,0,0,1,1,13.993925,5.2694526
4826,entp,32.28,49.71240000000001,1,0,0,1,11.191452,2.0267694
4827,intj,17.56,136.4260789715335,0,0,0,0,10.499025,3.3867545
4828,intp,27.7,147.0576,0,0,0,1,11.034105,3.4515152
4829,intp,24.34,164.21759999999998,0,0,0,1,10.13535,1.8439269
4830,enfp,33.06,58.4784,1,0,1,1,8.333024,6.5784025
4831,infp,31.74,51.3216,0,0,1,1,10.782924,6.006799
4832,esfp,8.06,69.11840000000001,1,1,1,1,13.557238,2.708632
4833,infp,34.26,18.5824,0,0,1,1,7.410912,4.638669
4834,intj,16.64,155.59560000000002,0,0,0,0,12.427726,1.0255895
4835,intp,25.62,119.28,0,0,0,1,11.195869,2.4145527
4836,isfj,24.6,135.12359999999998,0,1,1,0,15.317273,1.3206968
4837,intp,25.14,133.9856,0,0,0,1,9.503538,1.3299963
4838,intj,27.34,121.33760000000001,0,0,0,0,8.827626,1.4486407
4839,intj,30.1,143.4336,0,0,0,0,10.358688,3.0260873
4840,infj,32.42,68.84000000000002,0,0,1,0,10.153118,4.5154705
4841,infp,31.12,81.88999999999999,0,0,1,1,10.517312,6.1783204
4842,entp,33.32,75.81,1,0,0,1,10.35825,3.294209
4843,entp,24.14,213.66559999999998,1,0,0,1,14.557009,1.6416141
4844,infp,18.82,157.16,0,0,1,1,17.365416,6.8673606
4845,infp,27.76,57.563799621928176,0,0,1,1,10.899105,5.1709914
4846,infp,10.52,181.44270833333334,0,0,1,1,11.173991,6.0073237
4847,entp,22.76,151.8724,1,0,0,1,9.966051,0.6895802
4848,intj,26.8,163.7316,0,0,0,0,10.820608,3.1106136
4849,infp,31.58,80.2864,0,0,1,1,9.41914,0.50387335
4850,infj,31.48,49.8084,0,0,1,0,9.950987,3.6310625
4851,infj,27.82,131.24,0,0,1,0,8.650343,1.681057
4852,intp,26.98,145.1984,0,0,0,1,14.504165,1.744197
4853,intj,26.62,143.04,0,0,0,0,11.224836,2.3150024
4854,intj,29.54,76.2896,0,0,0,0,12.250991,1.1736033
4855,istp,24.9,140.7456,0,1,0,1,9.017653,2.19944
4856,intj,26.24,147.5316,0,0,0,0,14.148959,5.4222417
4857,infp,29.2,100.7476,0,0,1,1,12.518572,2.5544226
4858,istj,27.24,163.13160000000002,0,1,0,0,10.95307,3.6430569
4859,intp,21.76,145.60373263888889,0,0,0,1,12.89965,4.0395412
4860,intp,28.24,113.3716,0,0,0,1,10.433474,2.9007535
4861,isfj,30.02,127.8,0,1,1,0,7.4910774,2.407803
4862,istp,30.68,162.2244,0,1,0,1,10.640764,3.8306627
4863,intj,31.5,42.2896,0,0,0,0,12.10709,0.88152564
4864,intp,19.84,153.8,0,0,0,1,13.29135,3.6622021
4865,infj,25.72,141.53000000000003,0,0,1,0,9.245372,1.7497429
4866,intp,20.28,189.47240000000005,0,0,0,1,7.7687287,1.6674855
4867,intj,29.76,77.91239999999999,0,0,0,0,10.719966,2.6751943
4868,istj,21.2,157.70759999999999,0,1,0,0,14.7774935,3.4699893
4869,enfj,17.56,217.20839999999995,1,0,1,0,9.985025,1.841589
4870,infj,27.96,104.05640000000001,0,0,1,0,10.186078,3.8458333
4871,intj,31.74,59.88159999999999,0,0,0,0,10.891597,2.7365105
4872,enfp,29.94,83.67360000000001,1,0,1,1,12.247631,0.7916986
4873,infp,30.04,67.11414930555556,0,0,1,1,11.01998,5.514114
4874,infj,33.38,50.7904,0,0,1,0,9.37372,4.001296
4875,istp,28.3,179.92159999999996,0,1,0,1,14.802767,2.0197344
4876,intp,28.0,131.4596,0,0,0,1,11.829891,3.5752683
4877,estp,20.32,196.65,1,1,0,1,12.495309,3.4708843
4878,entp,25.26,161.50240000000002,1,0,0,1,14.744727,1.2843608
4879,istj,29.42,105.07999999999998,0,1,0,0,12.072289,1.0596431
4880,intp,26.12,169.93,0,0,0,1,11.307117,1.6183805
4881,infj,26.96,145.17640000000003,0,0,1,0,12.642671,4.7852106
4882,infj,21.22,260.08,0,0,1,0,12.751191,6.029278
4883,enfp,11.38,195.80159999999995,1,0,1,1,15.346887,4.07995
4884,intj,32.34,40.617599999999996,0,0,0,0,9.791013,1.672669
4885,infp,28.52,172.49,0,0,1,1,11.024122,5.0687323
4886,intj,15.84,165.38760000000002,0,0,0,0,12.574922,4.006606
4887,infp,22.92,185.25,0,0,1,1,10.56958,4.8482323
4888,enfp,20.92,74.73,1,0,1,1,17.87562,7.262402
4889,enfp,33.26,75.78240000000001,1,0,1,1,10.88521,5.822622
4890,infp,26.02,162.88,0,0,1,1,10.573946,4.5376754
4891,intj,22.54,146.84959999999998,0,0,0,0,8.078472,2.2051115
4892,enfp,10.44,106.9636,1,0,1,1,11.876245,4.869926
4893,entp,18.42,155.0,1,0,0,1,10.386808,1.9519862
4894,intp,19.3,159.68159999999997,0,0,0,1,10.393795,1.8783654
4895,enfp,27.48,97.9284,1,0,1,1,13.263948,3.4454374
4896,infj,22.08,167.52664399092973,0,0,1,0,9.169727,3.3164923
4897,infp,33.48,71.9284,0,0,1,1,11.6279745,6.0791826
4898,intj,17.26,134.66240000000002,0,0,0,0,9.320915,1.3329668
4899,entp,30.3,136.28159999999997,1,0,0,1,9.750665,0.3297248
4900,entp,29.06,109.2784,1,0,0,1,7.6139474,2.0147142
4901,istp,14.36,135.4244,0,1,0,1,8.633036,6.424655
4902,infj,8.98,176.59839999999997,0,0,1,0,12.6166935,4.525786
4903,intj,24.54,162.6096,0,0,0,0,14.614956,1.2605678
4904,entp,31.12,100.81,1,0,0,1,10.587572,4.4708443
4905,infj,22.5,213.88429752066114,0,0,1,0,9.153418,4.0558925
4906,infp,13.4,208.15559999999996,0,0,1,1,12.944605,3.3697937
4907,estj,26.06,119.75840000000002,1,1,0,0,7.0994306,4.237923
4908,intj,25.52,170.09,0,0,0,0,10.607979,2.562687
4909,enfp,19.38,98.0625,1,0,1,1,12.847879,6.2632265
4910,intj,23.26,128.7024,0,0,0,0,11.674092,2.6851935
4911,intj,14.18,177.4944,0,0,0,0,12.391422,3.346034
4912,isfp,32.86,96.01440000000002,0,1,1,1,12.578369,3.1441693
4913,infp,27.74,123.4816,0,0,1,1,11.256692,4.577221
4914,entp,28.34,83.85759999999999,1,0,0,1,9.612733,0.40362215
4915,infj,29.72,134.24999999999997,0,0,1,0,10.750583,4.1700144
4916,infp,31.24,88.77159999999998,0,0,1,1,10.308838,4.1959243
4917,infj,31.72,87.13000000000002,0,0,1,0,9.862151,0.7276423
4918,intj,32.12,88.92999999999998,0,0,0,0,12.093399,0.89341515
4919,infj,30.7,106.25759999999998,0,0,1,0,9.786422,4.11002
4920,isfj,28.8,152.5716,0,1,1,0,10.324965,2.7283034
4921,intj,30.1,87.5536,0,0,0,0,11.807216,2.4556143
4922,isfp,14.62,243.19999999999996,0,1,1,1,12.429536,4.2353086
4923,infp,22.92,185.85,0,0,1,1,8.3707,4.289394
4924,infp,32.88,53.0404,0,0,1,1,10.46556,3.8892012
4925,infj,19.44,167.08359999999996,0,0,1,0,15.030046,3.875914
4926,enfp,23.96,211.7364,1,0,1,1,11.671872,5.9867826
4927,infp,32.26,95.3824,0,0,1,1,11.089,4.336511
4928,enfp,8.24,200.20037807183363,1,0,1,1,9.661656,0.76850426
4929,infp,11.76,187.75239999999997,0,0,1,1,12.731395,3.7998862
4930,intj,24.78,177.54240000000001,0,0,0,0,12.004109,2.210054
4931,infj,34.46,55.086400000000005,0,0,1,0,8.319502,5.1864457
4932,infp,26.06,163.27840000000003,0,0,1,1,14.739082,1.3474604
4933,infp,28.64,164.15560000000002,0,0,1,1,11.115029,4.5429435
4934,intp,30.3,127.52160000000002,0,0,0,1,12.862463,1.369244
4935,isfp,20.18,170.01440000000002,0,1,1,1,7.936484,3.2365441
4936,infj,33.24,49.251599999999996,0,0,1,0,9.298972,4.486308
4937,intp,16.52,179.41,0,0,0,1,8.21866,2.1520154
4938,intp,33.18,20.8144,0,0,0,1,10.411761,3.754498
4939,intp,8.38,221.36105860113426,0,0,0,1,10.286217,1.8439131
4940,intj,30.4,86.3956,0,0,0,0,11.998878,0.80476713
4941,intj,25.74,100.6016,0,0,0,0,11.773199,1.3257191
4942,intp,18.18,196.4144,0,0,0,1,12.020944,2.8290489
4943,istj,32.92,71.69,0,1,0,0,7.7247643,4.393713
4944,intp,23.34,171.17759999999998,0,0,0,1,13.361691,3.6023986
4945,infj,26.72,138.32999999999998,0,0,1,0,11.59621,4.9545636
4946,infp,24.4,158.4756,0,0,1,1,11.623409,4.793764
4947,infj,32.92,55.69,0,0,1,0,9.844098,0.32534516
4948,enfp,27.36,148.6644,1,0,1,1,15.396084,4.025301
4949,isfp,26.88,149.1604,0,1,1,1,17.426517,6.923223
4950,enfp,19.04,154.80078895463512,1,0,1,1,12.8895645,6.1752653
4951,estp,23.96,160.5364,1,1,0,1,12.891605,3.9691324
4952,intj,13.84,175.1476,0,0,0,0,8.271242,2.8302374
4953,intj,17.0,161.93959999999998,0,0,0,0,11.867941,1.3554711
4954,intj,21.5,156.84959999999998,0,0,0,0,9.980725,4.3496
4955,infp,29.96,92.5764,0,0,1,1,15.064354,3.6144652
4956,intp,0.94,148.32098765432096,0,0,0,1,13.4349,3.5532246
4957,infp,27.98,126.7584,0,0,1,1,11.176913,3.526672
4958,enfj,21.9,54.67401285583104,1,0,1,0,15.189497,1.8048114
4959,intp,25.08,191.96972222222223,0,0,0,1,12.030507,3.1729088
4960,entp,20.72,228.83333333333334,1,0,0,1,14.414456,3.6797142
4961,infp,25.7,178.9776,0,0,1,1,14.641636,1.5654998
4962,infj,32.58,50.766400000000004,0,0,1,0,13.654098,5.424835
4963,infj,23.28,161.31240000000003,0,0,1,0,8.818237,3.784522
4964,intj,12.14,140.1875,0,0,0,0,13.936984,4.9347577
