,words_per_comment,variance_of_word_counts,ENFJ,ENFP,ENTJ,ENTP,ESFJ,ESFP,ESTJ,ESTP,INFJ,INFP,INTJ,INTP,ISFJ,ISFP,ISTJ,ISTP,I-E,N-S,T-F,J-P,0,1
4867,29.76,77.91239999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.1259851,7.0811276
4868,21.2,157.70759999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5.346307,6.083009
4869,17.56,217.20839999999995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.2992477,4.6568775
4870,27.96,104.05640000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.9414265,6.7765303
4871,31.74,59.88159999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.3340704,7.9257016
4872,29.94,83.67360000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2.4625714,5.7245145
4873,30.04,67.11414930555556,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.87901115,6.355768
4874,33.38,50.7904,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.0030334,7.6385174
4875,28.3,179.92159999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.59668,3.7755616
4876,28.0,131.4596,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.1233459,7.444334
4877,20.32,196.65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,3.1891594,5.3997574
4878,25.26,161.50240000000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.6380448,4.587881
4879,29.42,105.07999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.1980591,6.785639
4880,26.12,169.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.1468246,7.190755
4881,26.96,145.17640000000003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.1872833,5.152221
4882,21.22,260.08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.3784785,4.797992
4883,11.38,195.80159999999995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7.253977,7.975853
4884,32.34,40.617599999999996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.1736484,7.3148727
4885,28.52,172.49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.125463,6.0319977
4886,15.84,165.38760000000002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.51626396,6.4789286
4887,22.92,185.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2.691361,5.2904773
4888,20.92,74.73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.098191,4.1666265
4889,33.26,75.78240000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3.5691776,5.5406256
4890,26.02,162.88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.3155265,6.7644053
4891,22.54,146.84959999999998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.7150393,5.964072
4892,10.44,106.9636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.7997732,6.4570684
4893,18.42,155.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.9950812,4.864411
4894,19.3,159.68159999999997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.3112624,7.0890613
4895,27.48,97.9284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2.8357165,5.5594573
4896,22.08,167.52664399092973,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.4370444,6.3840685
4897,33.48,71.9284,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2.6728728,6.367552
4898,17.26,134.66240000000002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.4712195,7.1810446
4899,30.3,136.28159999999997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.2918608,5.6505566
4900,29.06,109.2784,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6.2132435,6.235831
4901,14.36,135.4244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.2891026,5.327009
4902,8.98,176.59839999999997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.38692188,5.7526793
4903,24.54,162.6096,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.7243965,4.155065
4904,31.12,100.81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.1462166,6.432399
4905,22.5,213.88429752066114,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.3714778,3.5942895
4906,13.4,208.15559999999996,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.7956386,5.500764
4907,26.06,119.75840000000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3.2226522,6.6477103
4908,25.52,170.09,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.1714115,7.0173645
4909,19.38,98.0625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3.0543349,5.230593
4910,23.26,128.7024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.1485806,6.531166
4911,14.18,177.4944,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5464969,7.283257
4912,32.86,96.01440000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,3.6757667,5.4230685
4913,27.74,123.4816,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2.258025,6.6956077
4914,28.34,83.85759999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5.5494266,6.330933
4915,29.72,134.24999999999997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.3526978,5.5435843
4916,31.24,88.77159999999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3.146339,6.198533
4917,31.72,87.13000000000002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.9195893,6.317917
4918,32.12,88.92999999999998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0989249,7.4013567
4919,30.7,106.25759999999998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.4655538,6.134284
4920,28.8,152.5716,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4.5451627,6.498936
4921,30.1,87.5536,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0665431,7.1873975
4922,14.62,243.19999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,4.251628,6.1701546
4923,22.92,185.85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4.341408,5.1731205
4924,32.88,53.0404,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.2768164,6.446667
4925,19.44,167.08359999999996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6.526972,7.9980984
4926,23.96,211.7364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2.1904955,4.4309444
4927,32.26,95.3824,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.29596806,6.263905
4928,8.24,200.20037807183363,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4.041692,5.930064
4929,11.76,187.75239999999997,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.80211115,7.201528
4930,24.78,177.54240000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.8835676,7.539109
4931,34.46,55.086400000000005,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.4286742,5.732852
4932,26.06,163.27840000000003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2.6685917,4.5022316
4933,28.64,164.15560000000002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.65240955,5.767003
4934,30.3,127.52160000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.3982108,8.454028
4935,20.18,170.01440000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,3.381743,5.698202
4936,33.24,49.251599999999996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.114409,6.7888594
4937,16.52,179.41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.6719136,5.354797
4938,33.18,20.8144,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.3651671,6.0608172
4939,8.38,221.36105860113426,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.7245793,5.4804363
4940,30.4,86.3956,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.079084,7.1406436
4941,25.74,100.6016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.4437962,5.777179
4942,18.18,196.4144,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.506595,7.3750105
4943,32.92,71.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.5075314,7.0831394
4944,23.34,171.17759999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.5329533,4.7539854
4945,26.72,138.32999999999998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.51349497,5.6620617
4946,24.4,158.4756,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.55433416,6.201354
4947,32.92,55.69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.8537474,5.935014
4948,27.36,148.6644,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7.224403,7.9651375
4949,26.88,149.1604,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,5.85112,4.2464843
4950,19.04,154.80078895463512,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.8980913,4.181943
4951,23.96,160.5364,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,3.8913155,6.085564
4952,13.84,175.1476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.782991,6.251744
4953,17.0,161.93959999999998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.1074996,5.4048295
4954,21.5,156.84959999999998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.4156113,6.8895817
4955,29.96,92.5764,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3.0297968,5.896811
4956,0.94,148.32098765432096,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.600004,5.1082234
4957,27.98,126.7584,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2.6767302,6.475608
4958,21.9,54.67401285583104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2.6732416,3.9433382
4959,25.08,191.96972222222223,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.4997573,5.761217
4960,20.72,228.83333333333334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6.594944,7.5901604
4961,25.7,178.9776,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.9735286,3.9832935
4962,32.58,50.766400000000004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.4392848,4.8978124
4963,23.28,161.31240000000003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5.6866198,4.3654923
4964,12.14,140.1875,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.9563737,4.559534
4965,33.28,53.43240000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.9556899,6.5284705
4966,13.64,110.4756,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2.0830286,5.531383
4967,33.44,51.683599999999984,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2.699036,6.122271
4968,25.48,168.6484,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4.2951097,6.269437
4969,28.16,113.08040000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.053567,7.4042816
4970,18.14,223.82559999999998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.6650279,5.198883
4971,17.98,160.7584,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.3251591,4.678734
4972,24.52,118.37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.177343,6.103944
4973,23.48,153.7284,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5.75353,6.567376
4974,18.5,186.4896,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.453311,6.563202
4975,30.58,77.3264,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.6284964,6.8593826
4976,27.88,33.47222222222222,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2.5748699,5.29397
4977,23.78,157.1024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.2236114,5.6242127
4978,30.06,96.3984,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.1721544,5.101191
4979,33.34,66.1776,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.6653974,6.514018
4980,20.76,63.9912109375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.3485737,6.425217
4981,17.26,126.38240000000003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.491928,5.5989738
4982,24.38,181.4704,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.1857767,5.6652927
4983,27.22,134.16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2.2551527,6.8629084
4984,31.28,64.70076957899501,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5967321,7.061787
4985,25.72,171.69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.9470665,6.176208
4986,30.22,100.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.1267271,4.59113
4987,30.32,121.00999999999998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.2224371,6.100629
4988,23.6,208.92359999999996,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3.2919533,6.5470586
4989,31.22,56.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.1992002,4.7790265
4990,28.76,106.7524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.313468,7.1654463
4991,22.18,208.3344,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.7820659,6.8165784
4992,20.0,198.4006663890046,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.3594918,4.5017805
4993,32.64,100.8356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.7601476,6.37741
4994,21.72,102.38130021913804,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.2801032,6.256591
4995,9.26,118.62239999999998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.602463,5.2216406
4996,13.94,150.9529085872576,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.1873686,6.0910187
4997,31.34,126.4976,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.8565373,5.4464555
4998,30.52,84.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2.355471,5.9503393
4999,32.4,102.9156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3.04193,6.0312586
5000,21.62,178.08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.2305858,6.105671
5001,6.98,111.9184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.92244005,4.946046
5002,18.2,200.22760000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.7778625,5.42786
5003,28.16,140.04039999999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2.5150075,5.5628977
5004,28.0,143.89960000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2.6203244,3.9781742
5005,26.98,124.99840000000002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6.532563,7.942374
5006,22.08,174.8164,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.6803067,6.2678556
5007,21.14,178.46560000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.6340284,3.8727975
5008,34.88,90.1604,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.1104815,6.5228243
5009,16.84,112.46301020408161,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.0358639,5.7680616
5010,34.44,56.4836,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.1892066,4.0505857
5011,34.92,33.89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.8424935,6.9573336
5012,27.76,175.79240000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.395094,7.7443094
5013,29.56,122.4884,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.884925,6.3163347
5014,33.0,49.6196,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.149253,6.005866
5015,26.0,135.5796,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6.100355,6.761641
5016,23.0,192.5796,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.9616511,7.1336985
5017,31.72,40.41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.770605,7.390874
5018,22.2,179.90759999999997,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.252719,4.031706
5019,16.46,171.12640000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2.3724723,6.706167
5020,18.6,166.19253650621957,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.2824373,7.112106
5021,25.44,174.5636,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.7925897,6.4768915
5022,30.94,108.95360000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.5241172,6.8808084
5023,22.56,173.40839999999997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5.1894317,6.9218163
5024,24.78,178.78239999999997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.4859171,5.6611013
5025,19.32,158.69000000000003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.744859,7.3047566
5026,23.12,213.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.9853427,4.354665
5027,33.08,105.6964,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1.2317176,5.2208242
5028,19.06,177.6031746031746,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.5282757,6.0707183
5029,23.82,158.76,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.249557,5.2718687
5030,26.26,145.6224,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.1446536,3.9419603
5031,30.44,44.243599999999994,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.8305979,7.972474
5032,35.24,22.531599999999997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.7685044,7.548415
5033,33.2,77.54759999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2.397505,6.729599
5034,31.38,105.8704,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.634304,3.6829884
5035,18.24,131.6916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.3627672,6.1639457
5036,33.88,39.8804,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2.5663173,6.4141073
5037,20.5,195.72960000000003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.1352844,6.6240673
5038,30.24,113.8516,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.041458,7.175001
5039,29.12,115.85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.455376,7.4332476
5040,17.72,150.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.840528,3.9217792
5041,22.68,182.66440000000003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2.1576443,5.5873804
5042,21.82,220.28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.8894172,5.67881
5043,24.98,162.2384,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.8544855,7.6957016
5044,22.06,134.7584,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.2194052,5.362303
5045,12.36,129.1844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2.5047011,3.9640136
5046,18.88,150.3604,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2.971445,6.1131787
5047,24.58,123.84639999999997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.3218465,5.1267548
5048,28.26,144.3824,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.9323425,5.97611
5049,28.72,91.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.6536925,4.4442587
5050,25.84,112.88705103969752,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2.42802,5.632705
5051,29.1,124.0736,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.9064343,5.386736
5052,25.72,137.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5.970507,6.656674
5053,27.42,97.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3.3183947,6.0671616
5054,30.6,135.2836,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.1184487,6.7687426
5055,30.18,99.9744,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5.0701466,6.242715
5056,25.98,160.7184,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.4489574,5.4640393
5057,29.1,136.63360000000003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2.1984885,5.216815
5058,25.72,132.48999999999998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3643146,7.9878154
5059,23.74,189.4016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.89291286,7.2373033
5060,23.56,143.6884,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.9251525,5.257536
5061,30.44,83.76360000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2.7774875,6.202606
5062,26.12,137.13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.4114227,5.1489553
5063,26.34,161.1776,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5.2895384,6.9370847
5064,27.02,88.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2.416799,6.784667
5065,24.96,165.41639999999998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.3970308,6.706942
5066,24.0,160.7396,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,3.3796508,5.321807
5067,19.74,181.7616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.69416904,6.451004
5068,24.82,205.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.780008,5.9623547
5069,24.46,132.6464,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0469716,7.533638
5070,31.5,97.1696,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.605953,6.5905623
5071,30.7,90.2976,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.4663432,7.0269175
5072,31.2,87.42759999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3.12794,5.215225
5073,29.74,106.16159999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,6.123039,6.39067
5074,23.86,168.77439999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.21059,6.403131
5075,20.6,177.60360000000003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.66128874,6.695661
5076,24.28,152.1524,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.2158952,6.3722754
5077,20.86,109.21440000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.369618,5.752675
5078,20.24,166.7716,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.6957796,7.616463
5079,27.06,102.27839999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.4805958,7.4675226
5080,22.18,130.25439999999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.6045351,7.083395
5081,28.96,103.81640000000002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.37404728,5.96721
